serviceName,region,label
kafka:awx.fx.conversion.events,unknown,MessageQueue
kafka:awx.fx.conversion.legacy.combined,hk,MessageQueue
kafka:awx.fx.conversion.legacy.combined,unknown,MessageQueue
kafka:awx.fx.error.response.captured.conversion,hk,MessageQueue
kafka:awx.fx.error.response.captured.conversion,unknown,MessageQueue
kafka:awx.fx.event.multiplex.v2.hk.gcp,unknown,MessageQueue
kafka:awx.fx.event.multiplex.v2.nl.gcp,unknown,MessageQueue
kafka:awx.fx.event.multiplex.v2.sg.gcp,unknown,MessageQueue
kafka:awx.fx.event.multiplex.v2.tk.aliyun,unknown,MessageQueue
kafka:awx.fx.event.multiplex.v2.us.gcp,unknown,MessageQueue
kafka:awx.fx.gtpn.bridge.payout.order.v2.1,hk,MessageQueue
kafka:awx.fx.gtpn.bridge.payout.order.v2.1,unknown,MessageQueue
kafka:awx.fx.ledger.feed.events,unknown,MessageQueue
kafka:awx.fx.liquidity.engine.rekeyed.entrepot.blotter,unknown,MessageQueue
kafka:awx.fx.liquidity.engine.rekeyed.entrepot.position,unknown,MessageQueue
kafka:awx.fx.quote.ref.quote.v4,unknown,MessageQueue
kafka:awx.fx.request.intent.captured.conversion,hk,MessageQueue
kafka:awx.fx.request.intent.captured.conversion,unknown,MessageQueue
kafka:awx.notification.alert_event,hk,MessageQueue
kafka:awx.notification.alert_event,unknown,MessageQueue
kafka:awx.notification.notification_event,hk,MessageQueue
kafka:awx.notification.notification_event,unknown,MessageQueue
kafka:awx.observable.fwd.curves.and.prices,unknown,MessageQueue
kafka:awx.pricing.lp_price.carded,unknown,MessageQueue
kafka:awx.pricing.lp_price.live,unknown,MessageQueue
kafka:awx.pricing.lp_price.live.refinitiv,unknown,MessageQueue
kafka:awx.pricing.lp_price.reference,unknown,MessageQueue
kafka:awx.pricing.lp_price.summary,unknown,MessageQueue
kafka:awx.pricing.price.spot.v2,unknown,MessageQueue
kafka:awx.pricing.quote.hk.aliyun,hk,MessageQueue
kafka:awx.pricing.quote_request.hk.aliyun,hk,MessageQueue
kafka:awx.revenue.rule.events,hk,MessageQueue
kafka:awx.revenue.rule.events,unknown,MessageQueue
kafka:awx.venue.execution.events,unknown,MessageQueue
kafka:awx.venue.execution.events.remote,unknown,MessageQueue
kafka:awx.venue.order.events.remote,unknown,MessageQueue
kafka:execution-monitor-monitor-aggregation-store-changelog,unknown,MessageQueue
kafka:execution-monitor-monitor-client-trade-store-changelog,unknown,MessageQueue
kafka:execution-monitor-monitor-trade-store-changelog,unknown,MessageQueue
kafka:execution-signaler-execution.signaler.state-changelog,unknown,MessageQueue
kafka:gcp_hk_prod.acquiring.getpaid.invoice_payment.0,hk,MessageQueue
kafka:gcp_hk_prod.airwallexpay.airwallex_pay_service.transaction_journal,hk,MessageQueue
kafka:gcp_hk_prod.approval.request,hk,MessageQueue
kafka:gcp_hk_prod.approval.status,hk,MessageQueue
kafka:gcp_hk_prod.approval.updates,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_email,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_email_slow,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_one_off_email,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_push,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_sms,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_system-notification,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_webhook,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_webhook_retry,hk,MessageQueue
kafka:gcp_hk_prod.notification.channels_webhook_slow,hk,MessageQueue
kafka:gcp_hk_prod.notification.events,alihk,MessageQueue
kafka:gcp_hk_prod.notification.events,hk,MessageQueue
kafka:gcp_hk_prod.notification.events,us,MessageQueue
kafka:gcp_hk_prod.notification.history_email,hk,MessageQueue
kafka:gcp_hk_prod.notification.history_push,hk,MessageQueue
kafka:gcp_hk_prod.notification.history_sms,hk,MessageQueue
kafka:gcp_hk_prod.notification.history_webhook,hk,MessageQueue
kafka:gcp_hk_prod.platform.accounting.journal_entry,hk,MessageQueue
kafka:gcp_hk_prod.risk_ns.create_case,hk,MessageQueue
kafka:gcp_hk_prod.risk_ns.name_screening_request,alihk,MessageQueue
kafka:gcp_hk_prod.risk_ns.screen_result,hk,MessageQueue
kafka:gcp_hk_prod.scale.onboarding_service.invitation.accepted,hk,MessageQueue
kafka:gcp_hk_prod.scale.ongoing_review_request,hk,MessageQueue
kafka:gcp_hk_prod.scale.scale_connect_service.scale_domain_events.0,hk,MessageQueue
kafka:gcp_hk_prod.scale.task_banner.events,hk,MessageQueue
kafka:gcp_hk_prod_acquire_setting_update_notification_topic,hk,MessageQueue
kafka:gcp_hk_prod_acquiring_capture_status_updated_event,hk,MessageQueue
kafka:gcp_hk_prod_acquiring_merchant_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_amex,hk,MessageQueue
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_jcb,hk,MessageQueue
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_mastercard,hk,MessageQueue
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_upi,hk,MessageQueue
kafka:gcp_hk_prod_acquiring_payment_executor_capture_request_visa,hk,MessageQueue
kafka:gcp_hk_prod_attempt_expire_topic,hk,MessageQueue
kafka:gcp_hk_prod_authapi_local,hk,MessageQueue
kafka:gcp_hk_prod_billing_fee_configuration_event,hk,MessageQueue
kafka:gcp_hk_prod_billing_fee_event_0,hk,MessageQueue
kafka:gcp_hk_prod_billing_fee_event_0,us,MessageQueue
kafka:gcp_hk_prod_clearing_house_clearing_output_topic,hk,MessageQueue
kafka:gcp_hk_prod_clearing_house_fee_details_topic,hk,MessageQueue
kafka:gcp_hk_prod_clearing_house_send_fee_msg_to_settlement_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_clearing_house_settlement_request_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_clearing_house_settlement_result_event_topic,unknown,MessageQueue
kafka:gcp_hk_prod_clearing_transaction_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_core_banking_async_report_task,hk,MessageQueue
kafka:gcp_hk_prod_core_banking_financial_transaction_events,hk,MessageQueue
kafka:gcp_hk_prod_dispute_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_dispute_risk_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_fee_clearing_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_financial_transaction_core_transaction_request,hk,MessageQueue
kafka:gcp_hk_prod_fraud_auth_result_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_fraud_case_creation_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_fraud_case_update_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_fraud_provider_response_creation_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_individual_kyc_case_status_changed_event,hk,MessageQueue
kafka:gcp_hk_prod_individual_kyc_case_sync_event,hk,MessageQueue
kafka:gcp_hk_prod_individual_kyc_verification_case_result,hk,MessageQueue
kafka:gcp_hk_prod_integrations_connection_events,hk,MessageQueue
kafka:gcp_hk_prod_internal_payment_update_fusion_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_invoice_item_domain_event,hk,MessageQueue
kafka:gcp_hk_prod_iss_ft_event_hk_topic,us,MessageQueue
kafka:gcp_hk_prod_issuing_core_banking_grpc_request,hk,MessageQueue
kafka:gcp_hk_prod_kyb_domain_events,hk,MessageQueue
kafka:gcp_hk_prod_kyc_domain_event,hk,MessageQueue
kafka:gcp_hk_prod_metric_platform.event.user_signin_event,alihk,MessageQueue
kafka:gcp_hk_prod_midas_account_price_update_event,hk,MessageQueue
kafka:gcp_hk_prod_midas_record_topic,hk,MessageQueue
kafka:gcp_hk_prod_midas_record_topic,us,MessageQueue
kafka:gcp_hk_prod_orderCancel_ledger_event,hk,MessageQueue
kafka:gcp_hk_prod_order_ledger_event,hk,MessageQueue
kafka:gcp_hk_prod_order_ledger_event,us,MessageQueue
kafka:gcp_hk_prod_pa.post_authorization_transaction_fail_events,hk,MessageQueue
kafka:gcp_hk_prod_pa.post_fraud_transaction_events,hk,MessageQueue
kafka:gcp_hk_prod_pa.pre_fraud_transaction_events,hk,MessageQueue
kafka:gcp_hk_prod_pa.risk.post_fraud_transaction_events,hk,MessageQueue
kafka:gcp_hk_prod_pa.risk.pre_fraud_transaction_events,hk,MessageQueue
kafka:gcp_hk_prod_pa_internal_notification_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_pa_schedule_endpoint_topic,hk,MessageQueue
kafka:gcp_hk_prod_payment_core_clearing_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_payment_core_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_payment_core_event_topic,unknown,MessageQueue
kafka:gcp_hk_prod_payment_executor_transaction_status_topic,hk,MessageQueue
kafka:gcp_hk_prod_rails_gateway_statement_entry,sg,MessageQueue
kafka:gcp_hk_prod_reconciliation_settlement_bank_statement,hk,MessageQueue
kafka:gcp_hk_prod_refund_received_event_topic,hk,MessageQueue
kafka:gcp_hk_prod_risk_decision_events,hk,MessageQueue
kafka:gcp_hk_prod_risk_list_topic,hk,MessageQueue
kafka:gcp_hk_prod_risk_safeguarding_topic,unknown,MessageQueue
kafka:gcp_hk_prod_risk_tm_events,alihk,MessageQueue
kafka:gcp_hk_prod_settlement_batch_record_topic,hk,MessageQueue
kafka:gcp_hk_prod_settlement_entry_record_topic,hk,MessageQueue
kafka:gcp_hk_prod_spend_management_domain_transactions,hk,MessageQueue
kafka:gcp_hk_prod_spend_management_notes_sync_commands,hk,MessageQueue
kafka:gcp_hk_prod_spend_management_receipt_sync_commands,hk,MessageQueue
kafka:gcp_hk_prod_spend_management_sync_results,hk,MessageQueue
kafka:gcp_hk_prod_tm.transaction_charge,alihk,MessageQueue
kafka:gcp_hk_prod_tm.transaction_deposit_post_events,alihk,MessageQueue
kafka:gcp_hk_prod_tm.transaction_deposit_pre_events,alihk,MessageQueue
kafka:gcp_hk_prod_tm.transaction_payment_post_events,alihk,MessageQueue
kafka:gcp_hk_prod_tm.transaction_payment_pre_events,alihk,MessageQueue
kafka:gcp_hk_prod_tm.transaction_transfer,alihk,MessageQueue
kafka:gcp_hk_prod_tm_case_events,alihk,MessageQueue
kafka:gcp_hk_prod_tm_case_result,alihk,MessageQueue
kafka:gcp_hk_prod_tm_name_screen_request_events,alihk,MessageQueue
kafka:gcp_hk_prod_tm_name_screen_result,alihk,MessageQueue
kafka:gcp_hk_prod_tm_payment_events,alihk,MessageQueue
kafka:gcp_hk_prod_tsp_token_status_topic,hk,MessageQueue
kafka:gcp_hk_prod_tsp_token_topic,hk,MessageQueue
kafka:gcp_hk_prod_visa_authorizations,hk,MessageQueue
kafka:gcp_hk_prod_wxpay_notification_topic,hk,MessageQueue
kafka:gcp_nl_prod.notification.channels_webhook,nl,MessageQueue
kafka:gcp_nl_prod.notification.channels_webhook_slow,nl,MessageQueue
kafka:gcp_nl_prod.notification.history_webhook,nl,MessageQueue
kafka:gcp_nl_prod.risk.ip_sync_event,nl,MessageQueue
kafka:gcp_nl_prod_acquire_setting_update_notification_topic,nl,MessageQueue
kafka:gcp_nl_prod_acquiring_capture_status_updated_event,nl,MessageQueue
kafka:gcp_nl_prod_acquiring_merchant_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_acquiring_payment_executor_capture_request_mastercard,nl,MessageQueue
kafka:gcp_nl_prod_acquiring_payment_executor_capture_request_valitor,nl,MessageQueue
kafka:gcp_nl_prod_acquiring_payment_executor_capture_request_visa,nl,MessageQueue
kafka:gcp_nl_prod_attempt_expire_topic,nl,MessageQueue
kafka:gcp_nl_prod_clearing_house_clearing_output_topic,nl,MessageQueue
kafka:gcp_nl_prod_clearing_house_fee_details_topic,nl,MessageQueue
kafka:gcp_nl_prod_clearing_house_send_fee_msg_to_settlement_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_clearing_house_settlement_request_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_clearing_house_settlement_result_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_clearing_house_settlement_result_event_topic,unknown,MessageQueue
kafka:gcp_nl_prod_clearing_transaction_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_core_banking_financial_transaction_events,nl,MessageQueue
kafka:gcp_nl_prod_dispute_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_dispute_risk_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_fee_clearing_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_financial_transaction_core_transaction_request,hk,MessageQueue
kafka:gcp_nl_prod_fraud_auth_result_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_fraud_case_creation_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_fraud_case_update_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_fraud_provider_response_creation_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_internal_payment_update_fusion_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_iss_ft_event_nl_topic,us,MessageQueue
kafka:gcp_nl_prod_midas_record_topic_to_hk,nl,MessageQueue
kafka:gcp_nl_prod_order_ledger_event,nl,MessageQueue
kafka:gcp_nl_prod_pa.post_authorization_transaction_fail_events,nl,MessageQueue
kafka:gcp_nl_prod_pa.post_fraud_transaction_events,nl,MessageQueue
kafka:gcp_nl_prod_pa.pre_fraud_transaction_events,nl,MessageQueue
kafka:gcp_nl_prod_pa.risk.post_fraud_transaction_events,nl,MessageQueue
kafka:gcp_nl_prod_pa.risk.pre_fraud_transaction_events,nl,MessageQueue
kafka:gcp_nl_prod_pa_internal_notification_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_pa_schedule_endpoint_topic,nl,MessageQueue
kafka:gcp_nl_prod_payment_core_clearing_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_payment_core_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_refund_received_event_topic,nl,MessageQueue
kafka:gcp_nl_prod_risk_decision_events,nl,MessageQueue
kafka:gcp_nl_prod_tsp_token_status_topic,nl,MessageQueue
kafka:gcp_nl_prod_visa_authorizations,nl,MessageQueue
kafka:gcp_sg_PROD_CARD_COMMAND_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_CARD_HOLDER_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_3DS_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_AUTHORIZATION_TX_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_CARD_CHANGE_EVENT_API_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-TABLE_gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1card_entity-changelog,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-TABLE_gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1card_owners-changelog,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-gcp_sg_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-repartition,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_CARD_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_CARD_OWNERS_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_CARD_SPEND_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_DIGITAL_TOKEN_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_DIGITAL_TOKEN_NOTIFICATION_EVENT_TOPIC,us,MessageQueue
kafka:gcp_sg_PROD_ISS_OUTSTANDING_AUTHORIZATION_CHANGE_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_PCI_CARD_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_STATUS_UPDATE_TOPIC,sg,MessageQueue
kafka:gcp_sg_PROD_ISS_WALLET_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_prod.approval.request,sg,MessageQueue
kafka:gcp_sg_prod.approval.status,sg,MessageQueue
kafka:gcp_sg_prod.approval.updates,sg,MessageQueue
kafka:gcp_sg_prod.gtpn.rails_api_gateway.rebalance_status_update_event.0,sg,MessageQueue
kafka:gcp_sg_prod.gtpn.rails_api_gateway.remittance_status_update_event.0,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_email,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_email_slow,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_push,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_sms,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_system-notification,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_webhook,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_webhook_retry,sg,MessageQueue
kafka:gcp_sg_prod.notification.channels_webhook_slow,sg,MessageQueue
kafka:gcp_sg_prod.notification.events,sg,MessageQueue
kafka:gcp_sg_prod.notification.history_email,sg,MessageQueue
kafka:gcp_sg_prod.notification.history_push,sg,MessageQueue
kafka:gcp_sg_prod.notification.history_sms,sg,MessageQueue
kafka:gcp_sg_prod.notification.history_webhook,sg,MessageQueue
kafka:gcp_sg_prod.platform.account_service.account_domain_events.0,sg,MessageQueue
kafka:gcp_sg_prod.platform.account_service.account_domain_events.1,sg,MessageQueue
kafka:gcp_sg_prod.platform.account_service.client_legal_entity_domain_events.0,sg,MessageQueue
kafka:gcp_sg_prod.platform.accounting.journal_entry,sg,MessageQueue
kafka:gcp_sg_prod.risk.ip_sync_event,sg,MessageQueue
kafka:gcp_sg_prod.risk_ns.create_case,sg,MessageQueue
kafka:gcp_sg_prod.risk_ns.name_screening_request,sg,MessageQueue
kafka:gcp_sg_prod.risk_ns.screen_result,sg,MessageQueue
kafka:gcp_sg_prod.scale.onboarding_service.invitation.accepted,sg,MessageQueue
kafka:gcp_sg_prod.scale.rfi_service.rfi_session_domain_event,sg,MessageQueue
kafka:gcp_sg_prod.scale.task_banner.events,sg,MessageQueue
kafka:gcp_sg_prod_ISS_AUTHORIZATION_ADVICE_EVENT_TOPIC,sg,MessageQueue
kafka:gcp_sg_prod_account_service_user_profile_change,sg,MessageQueue
kafka:gcp_sg_prod_acquiring_merchant_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_amex,sg,MessageQueue
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_mastercard,sg,MessageQueue
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_upi,sg,MessageQueue
kafka:gcp_sg_prod_acquiring_payment_executor_capture_request_visa,sg,MessageQueue
kafka:gcp_sg_prod_attempt_expire_topic,sg,MessageQueue
kafka:gcp_sg_prod_authapi_local,sg,MessageQueue
kafka:gcp_sg_prod_billing_fee_configuration_event,sg,MessageQueue
kafka:gcp_sg_prod_billing_fee_event_0,sg,MessageQueue
kafka:gcp_sg_prod_clearing_house_clearing_output_topic,sg,MessageQueue
kafka:gcp_sg_prod_clearing_house_fee_details_topic,sg,MessageQueue
kafka:gcp_sg_prod_clearing_house_send_fee_msg_to_settlement_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_clearing_house_settlement_request_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_clearing_house_settlement_result_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_clearing_transaction_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_core_banking_async_report_task,sg,MessageQueue
kafka:gcp_sg_prod_core_banking_balance_activity_events,sg,MessageQueue
kafka:gcp_sg_prod_core_banking_cw3_balance_activity_events,sg,MessageQueue
kafka:gcp_sg_prod_core_banking_financial_transaction_events,sg,MessageQueue
kafka:gcp_sg_prod_core_banking_order_search_documents,sg,MessageQueue
kafka:gcp_sg_prod_fee_clearing_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_financial_transaction_core_transaction_request,sg,MessageQueue
kafka:gcp_sg_prod_fraud_auth_result_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_fraud_case_creation_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_fraud_case_update_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_fraud_provider_response_creation_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_gtpn_payout_created_event,sg,MessageQueue
kafka:gcp_sg_prod_gtpn_transaction_events,sg,MessageQueue
kafka:gcp_sg_prod_individual_kyc_case_status_changed_event,sg,MessageQueue
kafka:gcp_sg_prod_individual_kyc_case_sync_event,sg,MessageQueue
kafka:gcp_sg_prod_integrations_connection_events,sg,MessageQueue
kafka:gcp_sg_prod_internal_payment_update_fusion_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_invoice_item_domain_event,sg,MessageQueue
kafka:gcp_sg_prod_iss_ft_event_sg_topic,sg,MessageQueue
kafka:gcp_sg_prod_kyb_domain_events,sg,MessageQueue
kafka:gcp_sg_prod_kyc_domain_event,sg,MessageQueue
kafka:gcp_sg_prod_metric_platform.event.user_signin_event,sg,MessageQueue
kafka:gcp_sg_prod_midas_account_price_update_event,sg,MessageQueue
kafka:gcp_sg_prod_midas_record_topic,sg,MessageQueue
kafka:gcp_sg_prod_order_aggregation_order_events,sg,MessageQueue
kafka:gcp_sg_prod_order_ledger_event,sg,MessageQueue
kafka:gcp_sg_prod_pa.post_authorization_transaction_fail_events,sg,MessageQueue
kafka:gcp_sg_prod_pa.post_fraud_transaction_events,sg,MessageQueue
kafka:gcp_sg_prod_pa.pre_fraud_transaction_events,sg,MessageQueue
kafka:gcp_sg_prod_pa.risk.post_fraud_transaction_events,sg,MessageQueue
kafka:gcp_sg_prod_pa.risk.pre_fraud_transaction_events,sg,MessageQueue
kafka:gcp_sg_prod_pa_internal_notification_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_pa_schedule_endpoint_topic,sg,MessageQueue
kafka:gcp_sg_prod_payment_core_clearing_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_payment_core_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_payment_core_event_topic,unknown,MessageQueue
kafka:gcp_sg_prod_rails_gateway_connector_command,sg,MessageQueue
kafka:gcp_sg_prod_rails_gateway_connector_result,sg,MessageQueue
kafka:gcp_sg_prod_rails_gateway_decrypted_data,sg,MessageQueue
kafka:gcp_sg_prod_rails_gateway_raw_dehydrated_data,sg,MessageQueue
kafka:gcp_sg_prod_rails_gateway_raw_entry,sg,MessageQueue
kafka:gcp_sg_prod_rails_gateway_statement_entry,sg,MessageQueue
kafka:gcp_sg_prod_reconciliation_bank_funds_result_topic,sg,MessageQueue
kafka:gcp_sg_prod_reconciliation_result_topic,sg,MessageQueue
kafka:gcp_sg_prod_reconciliation_settlement_bank_statement,sg,MessageQueue
kafka:gcp_sg_prod_refund_received_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_rfi_domain_event,sg,MessageQueue
kafka:gcp_sg_prod_risk_decision_events,sg,MessageQueue
kafka:gcp_sg_prod_risk_list_topic,sg,MessageQueue
kafka:gcp_sg_prod_risk_safeguarding_topic,sg,MessageQueue
kafka:gcp_sg_prod_risk_tm_events,sg,MessageQueue
kafka:gcp_sg_prod_settlement_batch_record_topic,sg,MessageQueue
kafka:gcp_sg_prod_settlement_entry_record_topic,sg,MessageQueue
kafka:gcp_sg_prod_spend_management_domain_transactions,sg,MessageQueue
kafka:gcp_sg_prod_spend_management_receipt_sync_commands,sg,MessageQueue
kafka:gcp_sg_prod_spend_management_sync_results,sg,MessageQueue
kafka:gcp_sg_prod_tm.transaction_deposit_post_events,sg,MessageQueue
kafka:gcp_sg_prod_tm.transaction_deposit_pre_events,sg,MessageQueue
kafka:gcp_sg_prod_tm.transaction_payment_post_events,sg,MessageQueue
kafka:gcp_sg_prod_tm.transaction_payment_pre_events,sg,MessageQueue
kafka:gcp_sg_prod_tm_case_events,sg,MessageQueue
kafka:gcp_sg_prod_tm_name_screen_request_events,sg,MessageQueue
kafka:gcp_sg_prod_tm_name_screen_result,sg,MessageQueue
kafka:gcp_sg_prod_tm_payment_events,sg,MessageQueue
kafka:gcp_sg_prod_update_fusion_transaction_info_event_topic,sg,MessageQueue
kafka:gcp_sg_prod_visa_authorizations,sg,MessageQueue
kafka:gcp_us_PROD_CARD_COMMAND_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_CARD_HOLDER_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_3DS_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_AUTHORIZATION_TX_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_CARD_CHANGE_EVENT_API_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-TABLE_gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1card_entity-changelog,us,MessageQueue
kafka:gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-TABLE_gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1card_owners-changelog,us,MessageQueue
kafka:gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-repartition,us,MessageQueue
kafka:gcp_us_PROD_ISS_CARD_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_CARD_OWNERS_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_CARD_SPEND_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_DIGITAL_TOKEN_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_DIGITAL_TOKEN_NOTIFICATION_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_OUTSTANDING_AUTHORIZATION_CHANGE_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_PCI_CARD_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_STATUS_UPDATE_TOPIC,us,MessageQueue
kafka:gcp_us_PROD_ISS_WALLET_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_prod.notification.channels_webhook,us,MessageQueue
kafka:gcp_us_prod_ISS_AUTHORIZATION_ADVICE_EVENT_TOPIC,us,MessageQueue
kafka:gcp_us_prod_acquiring_merchant_event_topic,us,MessageQueue
kafka:gcp_us_prod_attempt_expire_topic,us,MessageQueue
kafka:gcp_us_prod_clearing_house_clearing_output_topic,us,MessageQueue
kafka:gcp_us_prod_clearing_house_fee_details_topic,us,MessageQueue
kafka:gcp_us_prod_clearing_house_send_fee_msg_to_settlement_event_topic,us,MessageQueue
kafka:gcp_us_prod_clearing_house_settlement_request_event_topic,us,MessageQueue
kafka:gcp_us_prod_clearing_transaction_event_topic,us,MessageQueue
kafka:gcp_us_prod_fraud_auth_result_event_topic,unknown,MessageQueue
