serviceName,region,label
postgresql:gtpntransferservice,hk,DB
postgresql:gtpntransferservice,sg,DB
postgresql:hubspotintegrationservice,hk,DB
postgresql:hubspotintegrationservice,sg,DB
postgresql:idverification,hk,DB
postgresql:inboundgateway,hk,DB
postgresql:inboundgateway,sg,DB
postgresql:individualkyc,hk,DB
postgresql:individualkyc,sg,DB
postgresql:industrycategoryservice,hk,DB
postgresql:industrycategoryservice,sg,DB
postgresql:integrationsauthmanagement,hk,DB
postgresql:integrationsauthmanagement,sg,DB
postgresql:iss-authorization-service,sg,DB
postgresql:iss-authorization-service,us,DB
postgresql:iss-dtoken-service,sg,DB
postgresql:iss-dtoken-service,us,DB
postgresql:iss-pci-authorization-service,sg,DB
postgresql:iss-pci-authorization-service,us,DB
postgresql:iss-reconciliation-service,us,DB
postgresql:iss-remote-auth-service,sg,DB
postgresql:iss-remote-auth-service,us,DB
postgresql:iss-transaction-views-service,sg,DB
postgresql:iss-transaction-views-service,us,DB
postgresql:iss3dsservice,sg,DB
postgresql:iss3dsservice,us,DB
postgresql:isscardholderservice,sg,DB
postgresql:isscardholderservice,us,DB
postgresql:isscardservice,sg,DB
postgresql:isscardservice,us,DB
postgresql:isspcicardmgt,sg,DB
postgresql:isspcicardservice,sg,DB
postgresql:isspcicardservice,us,DB
postgresql:isspcitokenmapperservice,sg,DB
postgresql:isspcitokenmapperservice,us,DB
postgresql:issreissueservice,sg,DB
postgresql:issreissueservice,us,DB
postgresql:issremotecallgateway,us,DB
postgresql:issriskengine,sg,DB
postgresql:issriskengine,us,DB
postgresql:isstransactionviewsservice,sg,DB
postgresql:isstransactionviewsservice,us,DB
postgresql:issvauservice,us,DB
postgresql:lendingservice,hk,DB
postgresql:lendingservice,sg,DB
postgresql:lhv,hk,DB
postgresql:loanservice,hk,DB
postgresql:loanservice,sg,DB
postgresql:midas,hk,DB
postgresql:midas,sg,DB
postgresql:mlmetricplatform,hk,DB
postgresql:mlmetricplatform,nl,DB
postgresql:mlmetricplatform,sg,DB
postgresql:mlmetricplatform,us,DB
postgresql:moneyhouseservice,hk,DB
postgresql:moneyhouseservice,sg,DB
postgresql:moneyhouseservice,unknown,DB
postgresql:netsuiteauth,hk,DB
postgresql:oauthservice,hk,DB
postgresql:oauthservice,sg,DB
postgresql:onboardingservice,hk,DB
postgresql:onboardingservice,sg,DB
postgresql:onlinepaymentfeedsservice,hk,DB
postgresql:orderaggregation,hk,DB
postgresql:orderaggregation,sg,DB
postgresql:pa_adaptor,hk,DB
postgresql:pa_adaptor,nl,DB
postgresql:pa_adaptor,sg,DB
postgresql:pa_adaptor_alipay,hk,DB
postgresql:pa_adaptor_alipay,nl,DB
postgresql:pa_adaptor_alipay,sg,DB
postgresql:pa_adaptor_alipay,us,DB
postgresql:pa_adaptor_mastercard,hk,DB
postgresql:pa_adaptor_mastercard,nl,DB
postgresql:pa_adaptor_mastercard,sg,DB
postgresql:pa_adaptor_valitor,nl,DB
postgresql:pa_adaptor_visa,hk,DB
postgresql:pa_adaptor_visa,nl,DB
postgresql:pa_adaptor_visa,sg,DB
postgresql:pa_core,hk,DB
postgresql:pa_core,nl,DB
postgresql:pa_core,sg,DB
postgresql:pa_core,us,DB
postgresql:pa_customs_declaration,hk,DB
postgresql:pa_customs_declaration,nl,DB
postgresql:pa_customs_declaration,sg,DB
postgresql:pa_dispute,hk,DB
postgresql:pa_dispute,nl,DB
postgresql:pa_dispute,sg,DB
postgresql:pa_dispute,us,DB
postgresql:pa_event,hk,DB
postgresql:pa_event,nl,DB
postgresql:pa_event,sg,DB
postgresql:pa_event,us,DB
postgresql:pa_executor,hk,DB
postgresql:pa_executor,nl,DB
postgresql:pa_executor,sg,DB
postgresql:pa_executor,us,DB
postgresql:pa_fusion,hk,DB
postgresql:pa_fusion,nl,DB
postgresql:pa_fusion,sg,DB
postgresql:pa_fusion,us,DB
postgresql:pa_pci_account_range,hk,DB
postgresql:pa_pci_account_range,nl,DB
postgresql:pa_pci_account_range,sg,DB
postgresql:pa_pci_account_range,us,DB
postgresql:pa_pci_adaptor_mastercard,hk,DB
postgresql:pa_pci_adaptor_mastercard,nl,DB
postgresql:pa_pci_adaptor_mastercard,sg,DB
postgresql:pa_pci_adaptor_valitor,nl,DB
postgresql:pa_pci_adaptor_visa,hk,DB
postgresql:pa_pci_adaptor_visa,nl,DB
postgresql:pa_pci_adaptor_visa,sg,DB
postgresql:pa_reconciliation,hk,DB
postgresql:pa_reconciliation,nl,DB
postgresql:pa_reconciliation,sg,DB
postgresql:pa_reconciliation,us,DB
postgresql:pa_schedule,hk,DB
postgresql:pa_schedule,nl,DB
postgresql:pa_schedule,sg,DB
postgresql:pa_schedule,us,DB
postgresql:pa_vault,hk,DB
postgresql:pa_vault,nl,DB
postgresql:pa_vault,sg,DB
postgresql:pa_vault,us,DB
postgresql:paadaptorairwallexpay,hk,DB
postgresql:paadaptorairwallexpay,nl,DB
postgresql:paadaptorairwallexpay,sg,DB
postgresql:paadaptorairwallexpay,us,DB
postgresql:paadaptorapplepay,hk,DB
postgresql:paadaptorapplepay,nl,DB
postgresql:paadaptorapplepay,sg,DB
postgresql:paadaptorapplepay,us,DB
postgresql:paadaptoratome,hk,DB
postgresql:paadaptoratome,nl,DB
postgresql:paadaptoratome,sg,DB
postgresql:paadaptoratome,us,DB
postgresql:paadaptordirectdebit,hk,DB
postgresql:paadaptordirectdebit,nl,DB
postgresql:paadaptordirectdebit,sg,DB
postgresql:paadaptordirectdebit,us,DB
postgresql:paadaptorfps,hk,DB
postgresql:paadaptorfps,nl,DB
postgresql:paadaptorfps,sg,DB
postgresql:paadaptorfps,us,DB
postgresql:paadaptorkcp,hk,DB
postgresql:paadaptorkcp,nl,DB
postgresql:paadaptorkcp,sg,DB
postgresql:paadaptorkcp,us,DB
postgresql:paadaptorklarna,hk,DB
postgresql:paadaptorklarna,nl,DB
postgresql:paadaptorklarna,sg,DB
postgresql:paadaptorklarna,us,DB
postgresql:paadaptormolpay,hk,DB
postgresql:paadaptormolpay,nl,DB
postgresql:paadaptormolpay,sg,DB
postgresql:paadaptormolpay,us,DB
postgresql:paadaptorppro,hk,DB
postgresql:paadaptorppro,nl,DB
postgresql:paadaptorppro,sg,DB
postgresql:paadaptorppro,us,DB
postgresql:paamexonboarding,hk,DB
postgresql:paamexonboarding,nl,DB
postgresql:paamexonboarding,sg,DB
postgresql:pabulkjobrunner,hk,DB
postgresql:pabulkjobrunner,nl,DB
postgresql:pabulkjobrunner,sg,DB
postgresql:pabulkjobrunner,us,DB
postgresql:pacard3ds,hk,DB
postgresql:pacard3ds,nl,DB
postgresql:pacard3ds,sg,DB
postgresql:pacard3ds,us,DB
postgresql:pacardcostcalculation,hk,DB
postgresql:pacardcostcalculation,nl,DB
postgresql:pacardcostcalculation,sg,DB
postgresql:pacardcostmanagement,hk,DB
postgresql:pacardcostmanagement,nl,DB
postgresql:pacardcostmanagement,sg,DB
postgresql:pacitpcigatewayairpro,nl,DB
postgresql:pacitpcigatewayairpro,sg,DB
postgresql:paclearingfileprocessoramex,hk,DB
postgresql:paclearingfileprocessoramex,nl,DB
postgresql:paclearingfileprocessoramex,sg,DB
postgresql:paclearinghouse,hk,DB
postgresql:paclearinghouse,nl,DB
postgresql:paclearinghouse,sg,DB
postgresql:paclearinghouse,us,DB
postgresql:paclearingprocessorjcb,hk,DB
postgresql:paclearingprocessorjcb,sg,DB
postgresql:paclearingprocessorjpmorgan,us,DB
postgresql:padatasummary,hk,DB
postgresql:padatasummary,nl,DB
postgresql:padatasummary,sg,DB
postgresql:padatasummary,us,DB
postgresql:paexperimentconfigurationpersistence,hk,DB
postgresql:paexperimentconfigurationpersistence,nl,DB
postgresql:paexperimentconfigurationpersistence,sg,DB
postgresql:paexperimentconfigurationpersistence,us,DB
postgresql:paexperimentengine,hk,DB
postgresql:paexperimentengine,nl,DB
postgresql:paexperimentengine,sg,DB
postgresql:paexperimentengine,us,DB
postgresql:paexternalpanimporter,hk,DB
postgresql:paexternalpanimporter,nl,DB
postgresql:paexternalpanimporter,sg,DB
postgresql:paexternalpanimporter,us,DB
postgresql:paexternalsettlement,hk,DB
postgresql:paexternalsettlement,nl,DB
postgresql:paexternalsettlement,sg,DB
postgresql:paexternalsettlement,us,DB
postgresql:pafileprocessorupi,hk,DB
postgresql:pafileprocessorupi,nl,DB
postgresql:pafileprocessorupi,sg,DB
postgresql:pafinance,hk,DB
postgresql:pafinance,nl,DB
postgresql:pafinance,sg,DB
postgresql:pafinance,us,DB
postgresql:pafraudreportvisa,hk,DB
postgresql:pafraudreportvisa,nl,DB
postgresql:pafraudreportvisa,sg,DB
postgresql:pafundsplits,hk,DB
postgresql:pafundsplits,nl,DB
postgresql:pafundsplits,sg,DB
postgresql:pafundsplits,us,DB
postgresql:pafx,hk,DB
postgresql:pafx,nl,DB
postgresql:pafx,sg,DB
postgresql:pafx,us,DB
postgresql:pamailmastercard,sg,DB
postgresql:pamccostengine,hk,DB
postgresql:pamccostengine,nl,DB
postgresql:pamccostengine,sg,DB
postgresql:pamerchantcenter,hk,DB
postgresql:pamerchantcenter,nl,DB
postgresql:pamerchantcenter,sg,DB
postgresql:pamerchantcenter,us,DB
postgresql:panopticon,hk,DB
postgresql:panopticon,sg,DB
postgresql:panopticonshadow,hk,DB
postgresql:panopticonshadow,sg,DB
postgresql:paonboarding,hk,DB
postgresql:paonboarding,nl,DB
postgresql:paonboarding,sg,DB
postgresql:paonboarding,us,DB
postgresql:paonboardingjpmorgan,us,DB
postgresql:paonboardingmastercard,hk,DB
postgresql:paonboardingmastercard,nl,DB
postgresql:paonboardingmastercard,sg,DB
postgresql:papaymentcaptureprocessor,hk,DB
postgresql:papaymentcaptureprocessor,nl,DB
postgresql:papaymentcaptureprocessor,sg,DB
postgresql:papaymentcaptureprocessor,us,DB
postgresql:papaymentlink,hk,DB
postgresql:papaymentlink,nl,DB
postgresql:papaymentlink,sg,DB
postgresql:papaymentlink,us,DB
postgresql:papcidisputemastercard,hk,DB
postgresql:papcidisputemastercard,nl,DB
postgresql:papcidisputemastercard,sg,DB
postgresql:papcidisputevisa,hk,DB
postgresql:papcidisputevisa,nl,DB
postgresql:papcidisputevisa,sg,DB
postgresql:papciexternalpanprocessor,hk,DB
postgresql:papciexternalpanprocessor,nl,DB
postgresql:papciexternalpanprocessor,sg,DB
postgresql:papciexternalpanprocessor,us,DB
postgresql:papcifilegatewaycard,hk,DB
postgresql:papcifilegatewaycard,nl,DB
postgresql:papcifilegatewaycard,sg,DB
postgresql:papcifilegatewaycard,us,DB
postgresql:papciiso8583proxyupi,hk,DB
postgresql:papciiso8583proxyupi,nl,DB
postgresql:papciiso8583proxyupi,sg,DB
postgresql:papcitokenservicedigitalwallet,hk,DB
postgresql:papcitokenservicedigitalwallet,nl,DB
postgresql:papcitokenservicedigitalwallet,sg,DB
postgresql:papcitokenservicedigitalwallet,us,DB
postgresql:papcitransactionprocessorjcb,hk,DB
postgresql:papcitransactionprocessorjcb,sg,DB
postgresql:papcitransactionprocessorjpmorgan,us,DB
postgresql:papcitspgateway,hk,DB
postgresql:papcitspgateway,nl,DB
postgresql:papcitspgateway,sg,DB
postgresql:papcitspgateway,us,DB
postgresql:papcitxnprocessoramex,hk,DB
postgresql:papcitxnprocessoramex,nl,DB
postgresql:papcitxnprocessoramex,sg,DB
postgresql:papcitxnprocessorupi,hk,DB
postgresql:papcitxnprocessorupi,nl,DB
postgresql:papcitxnprocessorupi,sg,DB
postgresql:paprechargebackonboarding,hk,DB
postgresql:paprechargebackonboarding,nl,DB
postgresql:paprechargebackonboarding,sg,DB
postgresql:paprechargebackonboarding,us,DB
postgresql:paredirect,hk,DB
postgresql:paredirect,nl,DB
postgresql:paredirect,sg,DB
postgresql:paredirect,us,DB
postgresql:pareferencefileprocessoramex,hk,DB
postgresql:pareferencefileprocessoramex,nl,DB
postgresql:pareferencefileprocessoramex,sg,DB
postgresql:pareferencefileprocessorjcb,hk,DB
postgresql:pareferencefileprocessorjcb,sg,DB
postgresql:pareferencefileprocessormastercard,hk,DB
postgresql:pareferencefileprocessormastercard,nl,DB
postgresql:pareferencefileprocessormastercard,sg,DB
postgresql:pareferencefileprocessorvisa,hk,DB
postgresql:pareferencefileprocessorvisa,nl,DB
postgresql:pareferencefileprocessorvisa,sg,DB
postgresql:paroutingengine,hk,DB
postgresql:paroutingengine,nl,DB
postgresql:paroutingengine,sg,DB
postgresql:paroutingengine,us,DB
postgresql:patsprequestormanagement,hk,DB
postgresql:patsprequestormanagement,nl,DB
postgresql:patsprequestormanagement,sg,DB
postgresql:patsprequestormanagement,us,DB
postgresql:pavisacostengine,hk,DB
postgresql:pavisacostengine,nl,DB
postgresql:pavisacostengine,sg,DB
postgresql:pavisaetl,hk,DB
postgresql:pavisaetl,nl,DB
postgresql:pavisaetl,sg,DB
postgresql:pawalletverification,hk,DB
postgresql:pawalletverification,nl,DB
postgresql:pawalletverification,sg,DB
postgresql:pawalletverification,us,DB
postgresql:paymentsysteminfo,hk,DB
postgresql:paymentsysteminfo,sg,DB
postgresql:payoutorder,hk,DB
postgresql:payoutorder,sg,DB
postgresql:pipeline_service,sg,DB
postgresql:platformtoolingservice,unknown,DB
postgresql:position_adjustments,unknown,DB
postgresql:positionadjustments,unknown,DB
postgresql:pricing,hk,DB
postgresql:pricing,unknown,DB
postgresql:pricing_engine,hk,DB
postgresql:pricing_engine,unknown,DB
postgresql:productcenter,hk,DB
postgresql:productcenter,sg,DB
postgresql:proteus,sg,DB
postgresql:psd2_tokenio_adaptor,nl,DB
postgresql:qbc,hk,DB
postgresql:railsanz,sg,DB
postgresql:railsanznz,hk,DB
postgresql:railsbarclays,hk,DB
postgresql:railschinapnrv2,hk,DB
postgresql:railsdcb,sg,DB
postgresql:railsdlocal,sg,DB
postgresql:railsevolve,hk,DB
postgresql:railsewb,hk,DB
postgresql:railsgatewayopscenter,sg,DB
postgresql:railsgatewayprocessors,sg,DB
postgresql:railsgocardless,sg,DB
postgresql:railsjpm,sg,DB
postgresql:railsmaybank,sg,DB
postgresql:railsmodulr,sg,DB
postgresql:railsmufg,hk,DB
postgresql:railspanasia,hk,DB
postgresql:railstransfast,hk,DB
postgresql:railsyesbank,sg,DB
postgresql:reconciliation,alihk,DB
postgresql:reconciliation,sg,DB
postgresql:reconciliationmirror,sg,DB
postgresql:reportconciergeservice,hk,DB
postgresql:reportconciergeservice,nl,DB
postgresql:reportconciergeservice,sg,DB
postgresql:revenue,unknown,DB
postgresql:rfiservice,hk,DB
postgresql:rfiservice,sg,DB
postgresql:riskdataservice,alihk,DB
postgresql:riskdataservice,nl,DB
postgresql:riskdataservice,sg,DB
postgresql:riskdecisionservice,hk,DB
postgresql:riskdecisionservice,nl,DB
postgresql:riskdecisionservice,sg,DB
postgresql:riskdecisionservice,us,DB
postgresql:riskkyb,hk,DB
postgresql:riskkyb,sg,DB
postgresql:risklistmanagement,hk,DB
postgresql:risklistmanagement,nl,DB
postgresql:risklistmanagement,sg,DB
postgresql:risknamescreening,hk,DB
postgresql:risknamescreening,sg,DB
postgresql:riskpostmonitoring,hk,DB
postgresql:riskpostmonitoring,sg,DB
postgresql:riskrulemanagementservice,hk,DB
postgresql:riskrulemanagementservice,nl,DB
postgresql:riskrulemanagementservice,sg,DB
postgresql:riskrulemanagementservice,us,DB
postgresql:risksignifydadaptor,hk,DB
postgresql:risksignifydadaptor,nl,DB
postgresql:risksignifydadaptor,sg,DB
postgresql:risksignifydadaptor,us,DB
postgresql:riskwebscan,hk,DB
postgresql:riskwebscan,sg,DB
postgresql:rules_engine,alihk,DB
postgresql:rules_engine,sg,DB
postgresql:scalenotification,hk,DB
postgresql:scalenotification,sg,DB
postgresql:scalereporting,hk,DB
postgresql:scalereporting,sg,DB
postgresql:scalescheduler,hk,DB
postgresql:scb,hk,DB
postgresql:spendaccountingdata,hk,DB
postgresql:spendaccountingdata,sg,DB
postgresql:spendnetsuitesync,hk,DB
postgresql:spendnetsuitesync,sg,DB
postgresql:spendquickbookssync,hk,DB
postgresql:spendquickbookssync,sg,DB
postgresql:spendxerosync,hk,DB
postgresql:syncs,hk,DB
postgresql:syncs,sg,DB
postgresql:taskbannerservice,hk,DB
postgresql:taskbannerservice,sg,DB
postgresql:tmlistmanagement,hk,DB
postgresql:tmlistmanagement,nl,DB
postgresql:tmlistmanagement,sg,DB
postgresql:tmlistmanagement,us,DB
postgresql:trade_events,unknown,DB
postgresql:tradeevents,unknown,DB
postgresql:validation,hk,DB
postgresql:validation,sg,DB
postgresql:vendorbusinessinformation,hk,DB
postgresql:vendorbusinessinformation,sg,DB
postgresql:wallet,hk,DB
postgresql:wallet,sg,DB
postgresql:xeroconfigsvc,hk,DB
postgresql:xeroconfigsvc,sg,DB
postgresql:xeropaymentservice,hk,DB
prod-app-fee-engine,sg,Service
prod-balance-monitor,sg,Service
prod-balance-notification,sg,Service
prod-client-wallet-events,sg,Service
prod-client-wallet-v2,sg,Service
prod-client-wallet-v3,sg,Service
prod-client-wallet-v3-event-service,sg,Service
prod-core-banking-api-gateway,sg,Service
prod-funding-source-service,sg,Service
prod-lending-service,sg,Service
prod-order-aggregation-service,sg,Service
prod-report-concierge-service,sg,Service
prod-sg-aggregator-v2,sg,Service
prod-sg-conversion-processor,sg,Service
prod-sg-dtcc-reporting-app,sg,Service
prod-sg-revenue-processor,sg,Service
prod-sg-wallet-event-listener,sg,Service
prod-subwallet-management-api,sg,Service
proxy-service,hk,Service
proxy-service,sg,Service
psd2-tokenio-adaptor,nl,Service
public-graphql-search,hk,Service
queryservice.QueryService,hk,Service
queryservice.QueryService,sg,Service
quickbooksonlinepaymentfeeds,hk,Service
quickbooksonlinepaymentfeeds,sg,Service
quote-trade-publisher,unknown,Service
rabbitmq,alihk,Service
rabbitmq,sg,Service
rabbitmq:event_global,alihk,Service
rabbitmq:event_global,sg,Service
rabbitmq:event_receiver,alihk,Service
rabbitmq:event_receiver,sg,Service
raildatamgntservice,hk,Service
raildatamgntservice,sg,Service
raildatamgntservice,unknown,Service
railsanz,sg,Service
railsanznz,hk,Service
railsapigateway,hk,Service
railsapigateway,sg,Service
railsapigateway,unknown,Service
railsbarclays,hk,Service
railscc,hk,Service
railschinapay,hk,Service
railschinapnrv2,hk,Service
railsdcb,sg,Service
railsdlocal,sg,Service
railsevolve,hk,Service
railsewb,hk,Service
railsgateway,hk,Service
railsgateway,sg,Service
railsgatewayconnectors,sg,Service
railsgatewayopscenter,sg,Service
railsgatewayprocessors,sg,Service
railsgocardless,sg,Service
railsjpm,sg,Service
railslhv,hk,Service
railsmaybank,sg,Service
railsmodulr,sg,Service
railsmufg,hk,Service
railspanasia,hk,Service
railsqbc,hk,Service
railsscb,hk,Service
railstransfast,hk,Service
railsyesbank,sg,Service
redis,_sf_other,DB
redis,hk,DB
redis,nl,DB
redis,sg,DB
redis,unknown,DB
redis,us,DB
ref-rates-feed,unknown,Service
ref-rates-feed-eu,unknown,Service
reportconciergeservice,nl,Service
rewardsgraphql,hk,Service
rewardsgraphql,sg,Service
rfi-service,hk,Service
rfi-service,sg,Service
rfi-webapp-service,hk,Service
rfi-webapp-service,sg,Service
risk-common-bff-service,hk,Service
risk-common-bff-service,sg,Service
risk-data-service,alihk,Service
risk-data-service,nl,Service
risk-data-service,sg,Service
risk-data-service,us,Service
risk-decision-service,hk,Service
risk-decision-service,nl,Service
risk-decision-service,sg,Service
risk-decision-service,unknown,Service
risk-decision-service,us,Service
risk-decision-service-flashsale,hk,Service
risk-decision-service-flashsale,unknown,Service
risk-decision-service-issuing,sg,Service
risk-decision-service-issuing,us,Service
risk-industry-category-service,hk,Service
risk-industry-category-service,sg,Service
risk-kyb-adaptor-service,hk,Service
risk-kyb-airboard-service,hk,Service
risk-kyb-service,hk,Service
risk-kyb-service,sg,Service
risk-name-screening-management,hk,Service
risk-name-screening-management,sg,Service
risk-name-screening-service,hk,Service
risk-name-screening-service,sg,Service
risk-online-data-service,hk,Service
risk-online-data-service,nl,Service
risk-online-data-service,sg,Service
risk-online-data-service,us,Service
risk-post-monitoring,hk,Service
risk-post-monitoring,sg,Service
risk-rule-management-service,hk,Service
risk-rule-management-service,nl,Service
risk-rule-management-service,sg,Service
risk-rule-management-service,us,Service
risk-signifyd-adaptor,hk,Service
risk-signifyd-adaptor,nl,Service
risk-signifyd-adaptor,sg,Service
risk-signifyd-adaptor,us,Service
risk-web-scanner,hk,Service
risk-web-scanner,sg,Service
riskreserve,hk,Service
riskreserve,nl,Service
riskreserve,sg,Service
rules-engine,alihk,Service
rulesengine,sg,Service
safeguarding-worker,hk,Service
safeguarding-worker,sg,Service
sanction-screening,hk,Service
scale-cdc-events-processor,hk,Service
scale-cdc-events-processor,sg,Service
scale-connect-service,hk,Service
scale-connect-service,sg,Service
scale-fee-service,hk,Service
scale-fee-service,sg,Service
scale-fund-transfer-api,hk,Service
scale-fund-transfer-api,sg,Service
scale-fund-transfer-scheduler,hk,Service
scale-fund-transfer-scheduler,sg,Service
scale-notification-service,hk,Service
scale-notification-service,sg,Service
scale-reporting-service,hk,Service
scale-reporting-service,sg,Service
scale-webapp-service,hk,Service
scalescheduler,hk,Service
scalescheduler,sg,Service
seaorderreportservice,hk,Service
search-service,hk,Service
search-service,sg,Service
settlement-scheduler,unknown,Service
sme-api-prod,hk,Service
sme-api-prod,sg,Service
sme-converter-prod,hk,Service
sme-converter-prod,sg,Service
sme-pricing-api-shim-prod,hk,Service
sme-pricing-api-shim-prod,sg,Service
sme-sync-service-api-prod,hk,Service
sme-sync-service-api-prod,sg,Service
spend-accounting-data-prod,hk,Service
spend-accounting-data-prod,sg,Service
spend-approvals-api-prod,hk,Service
spend-approvals-api-prod,sg,Service
spend-approvals-converter-prod,hk,Service
spend-approvals-converter-prod,sg,Service
spend-custom-accounting-data-prod,hk,Service
spend-custom-accounting-data-prod,sg,Service
spend-extraction-prod,hk,Service
spend-extraction-prod,sg,Service
spend-management-activation-converter-prod,hk,Service
spend-management-activation-converter-prod,sg,Service
spend-management-service-prod,hk,Service
spend-management-service-prod,sg,Service
spend-management-sync-service-prod,hk,Service
spend-management-sync-service-prod,sg,Service
spend-netsuite-sync-prod,hk,Service
spend-netsuite-sync-prod,sg,Service
spend-quickbooks-sync-prod,hk,Service
spend-quickbooks-sync-prod,sg,Service
spend-reporting-prod,hk,Service
spend-reporting-prod,sg,Service
spend-xero-sync-prod,hk,Service
spend-xero-sync-prod,sg,Service
sync-router-prod,hk,Service
sync-router-prod,sg,Service
task-banner-service,hk,Service
task-banner-service,sg,Service
temporal.api.workflowservice.v1.WorkflowService,alihk,Service
temporal.api.workflowservice.v1.WorkflowService,hk,Service
temporal.api.workflowservice.v1.WorkflowService,nl,Service
temporal.api.workflowservice.v1.WorkflowService,sg,Service
temporal.api.workflowservice.v1.WorkflowService,us,Service
testappkotlin,hk,Service
testappkotlin,nl,Service
testappkotlin,sg,Service
testappkotlin,us,Service
tm-decision-engine,alihk,Service
tm-decision-engine,sg,Service
tm-list-management,hk,Service
tm-list-management,nl,Service
tm-list-management,sg,Service
tm-list-management,us,Service
tm-name-screening-service,alihk,Service
tm-name-screening-service,sg,Service
tm-regular-report,alihk,Service
tm-transaction-processor,alihk,Service
tm-transaction-processor,nl,Service
tm-transaction-processor,sg,Service
tm-transaction-processor,us,Service
tm-transaction-processor-issuing,sg,Service
tm-transaction-processor-issuing,us,Service
trade-event-service,unknown,Service
uam-airboard,hk,Service
uam-airboard,sg,Service
uam-airboard,unknown,Service
uam-webapp,hk,Service
uam-webapp,sg,Service
upsellactionconverterservice,hk,Service
upsellactionconverterservice,sg,Service
upsellengine,unknown,Service
v1.EventService,alihk,Service
v1.EventService,hk,Service
v1.EventService,nl,Service
v1.EventService,sg,Service
v1.EventService,us,Service
validationservice,hk,Service
webapp-fraud-graphql,hk,Service
webapp-kyb-service,hk,Service
webapp-kyb-service,sg,Service
webapp-search,hk,Service
webapp-search,sg,Service
workflow-shared-service,hk,Service
workflow-shared-service,sg,Service
workflowengine-service,hk,Service
workflowengine-service,sg,Service
workflowengine-service,unknown,Service
workflowengine.execution.v1.WorkflowExecutionService,hk,Service
workflowengine.execution.v1.WorkflowExecutionService,sg,Service
workflowengine.management.workflowdef.v1.WorkflowDefService,hk,Service
workflowengine.management.workflowdef.v1.WorkflowDefService,sg,Service
xero-config-svc-prod,hk,Service
xero-config-svc-prod,sg,Service
xeroonlinepaymentfeeds,hk,Service
xeroonlinepaymentfeeds,sg,Service
xeropaymentservice,hk,Service
yugabytedb:audienceservice,hk,DB
yugabytedb:audienceservice,sg,DB
yugabytedb:awxconfigurationservice,hk,DB
yugabytedb:awxconfigurationservice,nl,DB
yugabytedb:awxconfigurationservice,sg,DB
yugabytedb:awxconfigurationservice,us,DB
yugabytedb:campaignserviceybdb,hk,DB
yugabytedb:campaignserviceybdb,sg,DB
yugabytedb:locationinfo,hk,DB
yugabytedb:locationinfo,nl,DB
yugabytedb:locationinfo,sg,DB
yugabytedb:locationinfo,us,DB
yugabytedb:scaleconnect,hk,DB
yugabytedb:scaleconnect,sg,DB
